경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
경상북도 영천시 대창면 신광리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대창면 운천리,good_ph,usually_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대창면 조곡리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대창면 직천리,good_ph,usually_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 도남동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 도동,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 도림동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 매산동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 문외동,high_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 범어동,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 본촌동,good_ph,3,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 고지리,high_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 내포리,good_ph,good_orga,4,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 도유리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 도천리,good_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 명주리,good_ph,good_orga,4,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 반계리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 반정리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 송포리,good_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 신대리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 신리리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 신촌리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 옥천리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 용계리,good_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 원당리,high_ph,good_orga,4,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 유상리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 임포리,high_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 자포리,good_ph,3,4,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 북안면 효리,good_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 서산동,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 성내동,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신기동,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 가천리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 매양리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 부산리,high_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 신덕리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 연정리,high_ph,5,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 완전리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 왕산리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 화남리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 화서리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 신녕면 화성리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 쌍계동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 언하동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 오미동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 오수동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 완산동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 매호리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 사리,high_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 삼매리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 선원리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 양평리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 양항리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 우항리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 평천리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 임고면 효리,good_ph,3,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 자양면 도일리,good_ph,4,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 자양면 보현리,good_ph,4,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 자양면 신방리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 자양면 용산리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 조교동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 창구동,good_ph,usually_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 채신동,good_ph,3,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 계지리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 계포리,good_ph,4,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 대평리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 보성리,good_ph,good_orga,4,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 송천리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 신학리,high_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 청통면 용천리,good_ph,4,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
